Image,Red,Green,Blue,Contrast,Energy,Correlation,Homogeneity,Freshness
rotated_by_30_Screen Shot 2018-06-12 at 9.42.03 PM,358323,381602,247542,1424.4583673469388,0.1578621227925752,0.8689015349962607,0.2965185881125796,1
rotated_by_45_Screen Shot 2018-06-12 at 9.42.18 PM,478583,453975,398217,1900.9375510204084,0.39615477898537704,0.898983928271488,0.6169196899019889,1
rotated_by_30_Screen Shot 2018-06-12 at 9.42.35 PM,490588,455840,304404,1948.2914285714278,0.17804458725853375,0.860895148934161,0.3873028929831227,1
rotated_by_75_Screen Shot 2018-06-12 at 9.51.36 PM,366677,312612,218954,3222.1134693877557,0.2648726443046883,0.8126915569992418,0.3708909526370762,1
rotated_by_75_Screen Shot 2018-06-12 at 9.57.31 PM,421944,400139,335737,2650.471020408163,0.473772422376941,0.8928987446921557,0.7339389213086172,1
translation_Screen Shot 2018-06-12 at 9.56.48 PM,526495,495621,421757,1422.4302040816328,0.3814029648211247,0.8929400353099668,0.5919512835630387,1
vertical_flip_Screen Shot 2018-06-12 at 10.06.38 PM,594303,558831,416031,433.410612244898,0.3544618907395719,0.8699297057955852,0.519217216388044,1
rotated_by_30_Screen Shot 2018-06-12 at 9.46.55 PM,349250,385939,350136,713.6277551020409,0.14818996779675006,0.9145762875972366,0.4954613031771809,1
rotated_by_75_Screen Shot 2018-06-12 at 9.48.21 PM,407353,390449,334929,2739.4342857142856,0.4778057928455884,0.8889147338227593,0.7116051033086834,1
saltandpepper_Screen Shot 2018-06-12 at 9.40.56 PM,587482,497434,215223,236.0742857142857,0.09038397428285437,0.8059769521070997,0.44119991379829226,1
translation_Screen Shot 2018-06-12 at 9.50.53 PM,479260,453556,362493,1038.3685714285712,0.22294477607210836,0.9294727483215476,0.6200274894772506,1
saltandpepper_Screen Shot 2018-06-12 at 9.54.50 PM,605896,565305,440288,523.8685714285715,0.4425431031746289,0.8137048689534484,0.5477797358845463,1
saltandpepper_Screen Shot 2018-06-12 at 10.05.54 PM,479677,299452,329061,1248.8216326530608,0.036059555532334336,0.5501531492214955,0.2322378530060232,1
Screen Shot 2018-06-12 at 9.40.49 PM,624973,587102,492510,116.01959183673469,0.5112635530311731,0.9224485687861831,0.6349851197491521,1
translation_Screen Shot 2018-06-12 at 9.47.46 PM,536785,511640,446295,1285.784897959184,0.42056387051137495,0.8942676014348155,0.6127004400208934,1
rotated_by_30_Screen Shot 2018-06-12 at 10.05.13 PM,519796,502118,450224,1321.9551020408167,0.4547664178386921,0.9178046427868293,0.664315961050991,1
rotated_by_60_Screen Shot 2018-06-12 at 10.05.54 PM,364026,227050,247285,1153.2130612244898,0.21518450961405786,0.8760357030983966,0.4353707082784968,1
rotated_by_45_Screen Shot 2018-06-12 at 9.59.07 PM,443056,405492,335568,1891.0910204081633,0.2530161250135413,0.9049527747853365,0.4766301417565244,1
Screen Shot 2018-06-12 at 9.54.50 PM,607217,566414,440477,367.8440816326531,0.44417850459024355,0.8603108736377065,0.5505617679845727,1
vertical_flip_Screen Shot 2018-06-12 at 10.02.36 PM,614200,592062,539325,312.39183673469387,0.6505349094948482,0.8640442319095606,0.7453412641620423,1
rotated_by_45_Screen Shot 2018-06-12 at 9.46.40 PM,479067,445688,355923,2070.431836734694,0.3701378110474715,0.8888054186308022,0.6165395576175741,1
rotated_by_30_Screen Shot 2018-06-12 at 10.07.21 PM,504732,477887,412139,1762.5306122448978,0.5044869889625365,0.9006458756244669,0.732423000386633,1
rotated_by_60_Screen Shot 2018-06-12 at 9.40.10 PM,495236,454039,291982,1967.8326530612244,0.2215048302804426,0.8741220029995899,0.44046055033963594,1
vertical_flip_Screen Shot 2018-06-12 at 10.06.07 PM,627665,599533,502197,123.92081632653063,0.5821210266167347,0.8798084935837927,0.7378062907191426,1
rotated_by_30_Screen Shot 2018-06-12 at 9.56.48 PM,502713,472519,400257,1660.9530612244898,0.3730208078852553,0.8981675393530796,0.587607247594444,1
saltandpepper_Screen Shot 2018-06-12 at 9.55.42 PM,600282,563763,442907,509.8122448979592,0.4522972967507801,0.8162196647606217,0.5613628940805493,1
Screen Shot 2018-06-12 at 9.55.33 PM,633913,622438,558119,150.1404081632653,0.7365230065033302,0.7713602550307553,0.868742947947033,1
rotated_by_15_Screen Shot 2018-06-12 at 9.54.35 PM,550502,515224,381144,1359.9824489795915,0.337134950739926,0.8776543211080975,0.5694630284324286,1
rotated_by_75_Screen Shot 2018-06-12 at 10.04.59 PM,414848,378160,255735,2784.7714285714287,0.3332804900498928,0.8758740989979509,0.5406519345647626,1
Screen Shot 2018-06-12 at 9.57.08 PM,590299,557962,470941,743.157142857143,0.34989746817327666,0.7826433982017484,0.4522750301143379,1
rotated_by_60_Screen Shot 2018-06-12 at 9.46.24 PM,391361,371190,314752,2705.094693877551,0.4696097966392331,0.8991549579741708,0.7158345320673125,1
translation_Screen Shot 2018-06-12 at 9.51.44 PM,370493,352211,275543,884.0808163265306,0.10253512923886131,0.8876508724741792,0.2841934141669551,1
vertical_flip_Screen Shot 2018-06-12 at 10.01.52 PM,612187,588625,512694,167.80326530612246,0.42117227963094783,0.8754653116046703,0.6531896321902475,1
translation_Screen Shot 2018-06-12 at 9.46.40 PM,553225,517361,420691,1507.7355102040815,0.3940101288981063,0.8513927809659265,0.6477883788509555,1
rotated_by_15_Screen Shot 2018-06-12 at 9.42.35 PM,524983,490048,338240,1806.8261224489797,0.17622540562020514,0.8286641412222563,0.37365453618131056,1
rotated_by_15_Screen Shot 2018-06-12 at 9.55.13 PM,557276,529668,465950,1343.1142857142856,0.5353673123196586,0.8840600268848726,0.7129334692882572,1
rotated_by_15_Screen Shot 2018-06-12 at 10.06.59 PM,537360,498530,382042,1779.4771428571428,0.2554288518857586,0.8449487214398236,0.4685739718681484,1
Screen Shot 2018-06-12 at 9.55.13 PM,628386,599868,535182,107.59918367346941,0.6314738186761739,0.9085827321032439,0.7400554225845459,1
saltandpepper_Screen Shot 2018-06-12 at 9.57.02 PM,598165,569653,481183,480.6510204081633,0.47577963812740354,0.8349631428793637,0.5799299527778362,1
rotated_by_15_Screen Shot 2018-06-12 at 9.53.36 PM,531927,503632,429119,1472.1653061224492,0.4069762331029956,0.8820897543098191,0.6417041588300387,1
translation_Screen Shot 2018-06-12 at 9.51.24 PM,481181,426648,234986,1942.124489795918,0.08639139744607897,0.7883953730863111,0.238185634694932,1
rotated_by_15_Screen Shot 2018-06-12 at 9.48.39 PM,552121,510844,379638,1401.4902040816328,0.323354193098042,0.862574251462735,0.5246932069448602,1
translation_Screen Shot 2018-06-12 at 9.46.55 PM,340049,375045,338879,732.5636734693877,0.17022512472080636,0.9219930087155919,0.5325976911120717,1
vertical_flip_Screen Shot 2018-06-12 at 10.01.46 PM,620974,600240,545086,157.2016326530612,0.5112953228047686,0.8659572214270669,0.603047657214391,1
translation_Screen Shot 2018-06-12 at 10.00.21 PM,532786,497094,405244,1534.7167346938777,0.45521267073039906,0.8882060898778499,0.6585757142820976,1
rotated_by_30_Screen Shot 2018-06-12 at 10.00.37 PM,511259,492497,424463,1610.4387755102043,0.4489544519863353,0.9075124405911723,0.7150734741689574,1
saltandpepper_Screen Shot 2018-06-12 at 9.47.51 PM,621292,595200,521573,227.24734693877554,0.5080803964887118,0.8138308755505455,0.6663108295842539,1
translation_Screen Shot 2018-06-12 at 9.47.32 PM,533940,496230,360692,1358.6281632653063,0.33757359942251414,0.8821106765909199,0.5535504638854194,1
rotated_by_15_Screen Shot 2018-06-12 at 9.47.39 PM,556056,525117,419855,1485.8097959183679,0.3380826452985448,0.8608124271902758,0.5806244123656703,1
saltandpepper_Screen Shot 2018-06-12 at 9.38.10 PM,625363,601498,540987,313.9334693877551,0.6405949182045451,0.7646153665774389,0.7447142261717197,1
translation_Screen Shot 2018-06-12 at 10.01.27 PM,527210,497584,415694,1386.313469387755,0.5218739660921955,0.9092240864598793,0.7807819041242454,1
rotated_by_75_Screen Shot 2018-06-12 at 9.59.07 PM,363265,329293,267499,2525.5191836734693,0.3541493201197406,0.8938465780939557,0.5163347559757518,1
rotated_by_75_Screen Shot 2018-06-12 at 9.50.12 PM,479846,435462,315124,2390.8085714285717,0.25510204081632654,0.8336369142359159,0.4386240433828307,1
rotated_by_60_Screen Shot 2018-06-12 at 9.40.43 PM,503949,481265,398375,1831.6746938775511,0.4048992964099051,0.8954138971433413,0.6263439291019199,1
rotated_by_75_Screen Shot 2018-06-12 at 9.59.48 PM,240807,227440,173511,2699.2620408163266,0.5917634718904928,0.8948040051177341,0.7484364107828735,1
rotated_by_60_Screen Shot 2018-06-12 at 10.06.33 PM,431768,350017,270635,1385.7122448979592,0.26132682944304725,0.9116078158158232,0.599628016167255,1
vertical_flip_Screen Shot 2018-06-12 at 9.39.28 PM,613010,574077,457337,318.0204081632653,0.42758487031751735,0.8595884883917931,0.5840947318122095,1
translation_Screen Shot 2018-06-12 at 9.59.12 PM,394754,359776,283998,1613.805306122449,0.2912939150404767,0.9240963021560596,0.5526907742618361,1
rotated_by_30_Screen Shot 2018-06-12 at 9.48.26 PM,486432,457320,359198,1683.977142857143,0.2671037997048021,0.8824789483900296,0.4768581894012728,1
rotated_by_15_Screen Shot 2018-06-12 at 9.46.30 PM,467257,427785,342180,1170.2693877551021,0.08178047839937304,0.8684213161462253,0.22464683365397725,1
rotated_by_75_Screen Shot 2018-06-12 at 10.00.54 PM,446599,432738,358461,2595.3175510204082,0.4790441510190608,0.8916855279654015,0.7474725657451061,1
vertical_flip_Screen Shot 2018-06-12 at 10.05.20 PM,586931,574100,468680,369.8138775510204,0.3722462405990824,0.8878523932641936,0.5026484142579517,1
rotated_by_45_Screen Shot 2018-06-12 at 10.00.54 PM,495504,479827,394944,1840.6657142857139,0.4853614736461458,0.9055900697959061,0.7501626987717138,1
translation_Screen Shot 2018-06-12 at 9.45.22 PM,546866,523172,426244,1408.6069387755103,0.4709922886240888,0.8834815753386096,0.7056122686207575,1
rotated_by_15_Screen Shot 2018-06-12 at 9.39.13 PM,538557,516630,432921,1444.121224489796,0.41336652829404225,0.8852768952230097,0.628735660261932,1
rotated_by_30_Screen Shot 2018-06-12 at 9.59.35 PM,439447,471322,375385,1081.1057142857144,0.14201794326743555,0.911339595027807,0.4595886706597131,1
rotated_by_45_Screen Shot 2018-06-12 at 10.00.37 PM,483217,464925,398476,1847.738775510204,0.4405156760071049,0.9093245022543811,0.7069278406535471,1
vertical_flip_Screen Shot 2018-06-12 at 9.53.30 PM,588946,556875,454299,757.6742857142858,0.37055391521563047,0.7995980749859698,0.4662062288525223,1
rotated_by_45_Screen Shot 2018-06-12 at 9.50.04 PM,463277,451640,393476,1977.795918367347,0.44820805694160826,0.9141718805633281,0.6899764404238213,1
translation_Screen Shot 2018-06-12 at 9.46.30 PM,451498,413090,328844,1320.9363265306122,0.12071010222709254,0.8809904219195516,0.3239229775639243,1
rotated_by_45_Screen Shot 2018-06-12 at 9.45.02 PM,509006,481718,401475,1693.463673469388,0.3734903529300033,0.8964174270195392,0.5806618778748613,1
rotated_by_30_Screen Shot 2018-06-12 at 9.49.54 PM,502694,484118,407956,1703.789387755102,0.4840589181441678,0.9014315457289146,0.6909421561592219,1
Screen Shot 2018-06-12 at 10.05.29 PM,627205,592684,521870,140.10857142857145,0.6003759061244274,0.8997132956785144,0.7061400193387685,1
rotated_by_45_Screen Shot 2018-06-12 at 10.06.19 PM,434848,359464,218750,1131.2395918367345,0.16452321532185582,0.9117309863341106,0.36232863231077367,1
rotated_by_45_Screen Shot 2018-06-12 at 9.47.18 PM,493717,420679,177142,949.7534693877551,0.17086861901647735,0.920165830347587,0.5235461315754879,1
saltandpepper_Screen Shot 2018-06-12 at 9.45.40 PM,601825,568164,477026,583.8889795918367,0.4980387189744063,0.8201161321941962,0.6238488411277486,1
rotated_by_30_Screen Shot 2018-06-12 at 10.02.09 PM,519072,505728,434127,1273.7836734693874,0.514067576024495,0.923614881661773,0.7245412717635176,1
vertical_flip_Screen Shot 2018-06-12 at 9.56.03 PM,602007,555095,429067,279.61551020408166,0.3417890310911992,0.8952842985505037,0.5150044391368109,1
Screen Shot 2018-06-12 at 10.05.35 PM,623877,594629,510297,201.20244897959185,0.6084382339630746,0.8872654549762962,0.7329023075861136,1
translation_Screen Shot 2018-06-12 at 9.52.06 PM,466499,394447,307546,909.785306122449,0.20296203094626075,0.9346262936956612,0.457035568710756,1
rotated_by_45_Screen Shot 2018-06-12 at 9.57.08 PM,482659,450297,362882,2037.9922448979592,0.2736280380498261,0.8702488022905998,0.4462023279738812,1
rotated_by_75_Screen Shot 2018-06-12 at 9.48.48 PM,431177,400362,292696,2733.9779591836727,0.32662689906885384,0.8749927871203482,0.5486803207870833,1
vertical_flip_Screen Shot 2018-06-12 at 9.48.39 PM,617154,575319,443584,298.36326530612246,0.4159980697100636,0.8380623281496754,0.5925789705454642,1
rotated_by_60_Screen Shot 2018-06-12 at 9.57.17 PM,475891,451299,346275,2381.9906122448983,0.35403204969547397,0.8804006582987838,0.5703197651072225,1
Screen Shot 2018-06-12 at 9.43.27 PM,600931,575104,438301,408.45387755102047,0.38183787999261043,0.8221663648663714,0.5469898103055038,1
Screen Shot 2018-06-12 at 9.49.15 PM,595301,562019,454173,429.9322448979592,0.4404647123763866,0.8562148160877043,0.5503963321663925,1
rotated_by_60_Screen Shot 2018-06-12 at 9.48.21 PM,445525,427279,366532,2324.612653061224,0.4730699405793152,0.8939504273304207,0.6904173678377554,1
translation_Screen Shot 2018-06-12 at 9.52.58 PM,513389,471654,343106,1488.0979591836735,0.3096271487805522,0.8878387260764825,0.5490058258611616,1
rotated_by_45_Screen Shot 2018-06-12 at 9.40.56 PM,480656,402856,169779,1081.5363265306123,0.169347425737491,0.9063015355763343,0.4568070270474286,1
rotated_by_45_Screen Shot 2018-06-12 at 9.54.02 PM,469841,442281,368145,2122.738775510204,0.45427067837302426,0.899562853542305,0.6907047743439345,1
saltandpepper_Screen Shot 2018-06-12 at 9.54.07 PM,597330,558675,443562,462.3934693877551,0.3262457941502843,0.806203444203712,0.5167231157974113,1
rotated_by_75_Screen Shot 2018-06-12 at 9.46.55 PM,365895,405186,370311,450.47183673469385,0.12869090658525284,0.932174923666112,0.5362055362702929,1
rotated_by_15_Screen Shot 2018-06-12 at 9.55.42 PM,533082,496706,376122,1625.8371428571431,0.36355652165766017,0.8539353212240677,0.5385834029483136,1
vertical_flip_Screen Shot 2018-06-12 at 9.54.43 PM,598202,561269,448816,388.34081632653056,0.38081665463598957,0.8598728592162513,0.5268987759323628,1
saltandpepper_Screen Shot 2018-06-12 at 10.06.12 PM,378807,339657,242415,998.4138775510203,0.02279145078908362,0.8536824942233308,0.14203463767968758,1
vertical_flip_Screen Shot 2018-06-12 at 9.55.42 PM,601703,565022,443703,366.8734693877551,0.4596391391904289,0.8621528434977785,0.5702115822096627,1
vertical_flip_Screen Shot 2018-06-12 at 9.55.02 PM,600355,515569,219493,163.76122448979586,0.107191242718883,0.8405993153452986,0.47762360074384846,1
rotated_by_60_Screen Shot 2018-06-12 at 9.50.16 PM,488712,428585,400979,1403.7314285714285,0.1799463106564487,0.903877030315096,0.47625635520264264,1
rotated_by_15_Screen Shot 2018-06-12 at 9.51.58 PM,555321,520637,418014,1444.804897959184,0.396407545472403,0.8627943030119122,0.583712887053722,1
Screen Shot 2018-06-12 at 9.53.30 PM,588946,556875,454299,757.6742857142858,0.37055391521563047,0.7995980749859698,0.4662062288525223,1
rotated_by_45_Screen Shot 2018-06-12 at 9.48.54 PM,469486,431891,326648,1888.3183673469389,0.2976761305802015,0.8968750194543854,0.5139626892861162,1
Screen Shot 2018-06-12 at 9.47.27 PM,619010,583043,428056,221.19836734693877,0.35912255973593055,0.8489854408367026,0.5282716377710014,1
rotated_by_60_Screen Shot 2018-06-12 at 9.42.49 PM,448758,414688,293364,2321.465714285714,0.32804038718856277,0.8624493432773805,0.5262644028301801,1
vertical_flip_Screen Shot 2018-06-12 at 9.44.49 PM,607449,571075,456084,331.44897959183675,0.4640527336504941,0.870060632984789,0.5912606195422316,1
translation_Screen Shot 2018-06-12 at 10.05.13 PM,512939,494922,442675,1347.9869387755102,0.45564998586743233,0.9207231530539606,0.6702468479485783,1
vertical_flip_Screen Shot 2018-06-12 at 9.40.49 PM,624973,587102,492510,116.01959183673469,0.5112635530311731,0.9224485687861831,0.6349851197491521,1
saltandpepper_Screen Shot 2018-06-12 at 9.47.32 PM,604398,565981,429598,474.23877551020405,0.40109107753493356,0.8075964820591935,0.5388191489641594,1
rotated_by_15_Screen Shot 2018-06-12 at 9.42.18 PM,539154,514139,457737,1524.2167346938777,0.42759305233948347,0.8741957202037216,0.6154986383795469,1
Screen Shot 2018-06-12 at 9.57.46 PM,619604,600392,546473,112.8326530612245,0.3209288632656277,0.9235287356520483,0.7356103991978784,1
Screen Shot 2018-06-12 at 9.52.34 PM,609717,586041,496262,298.29795918367347,0.5404544033488167,0.8584733330782089,0.6407637303555893,1
rotated_by_30_Screen Shot 2018-06-12 at 9.38.15 PM,484798,455554,374217,1858.4322448979592,0.4254135357329849,0.9028232751188269,0.6380524222443249,1
rotated_by_60_Screen Shot 2018-06-12 at 9.41.43 PM,487286,470126,388814,2009.985306122449,0.4225721007609522,0.8961268626163028,0.6440813981807789,1
saltandpepper_Screen Shot 2018-06-12 at 9.53.46 PM,627790,615132,560109,254.47224489795923,0.7069209240334581,0.7159640617614879,0.80388550871265,1
rotated_by_30_Screen Shot 2018-06-12 at 9.42.49 PM,470711,435002,307169,1909.7555102040815,0.3153945454246662,0.8715774216042604,0.5217659820450031,1
translation_Screen Shot 2018-06-12 at 9.38.22 PM,516753,463342,349186,1756.9351020408162,0.31929248106264635,0.8691442942825914,0.5016899297474802,1
rotated_by_30_Screen Shot 2018-06-12 at 9.42.29 PM,496196,466850,386275,1290.4885714285715,0.41354664145219844,0.927066659657948,0.642292706030032,1
rotated_by_75_Screen Shot 2018-06-12 at 9.46.48 PM,342860,324118,259867,2726.853877551021,0.4868812084280585,0.8983291763783662,0.7092538651974171,1
translation_Screen Shot 2018-06-12 at 10.02.01 PM,508081,460462,317724,1353.7587755102043,0.3007423828483709,0.9036575411751305,0.5855618705976088,1
rotated_by_75_Screen Shot 2018-06-12 at 9.44.40 PM,536752,514751,445937,1933.278775510204,0.46807429362924663,0.8563677311939683,0.6801052863560151,1
rotated_by_75_Screen Shot 2018-06-12 at 9.50.04 PM,372370,363172,314936,2542.4555102040813,0.4759198550752116,0.91180227112366,0.7096329882568708,1
translation_Screen Shot 2018-06-12 at 10.05.54 PM,439842,277360,301709,1489.86612244898,0.08734455461174938,0.7442281875510162,0.31267472053746975,1
rotated_by_30_Screen Shot 2018-06-12 at 10.00.42 PM,514789,492544,423966,1702.183673469388,0.48786720597128086,0.8962462004547671,0.700701689042826,1
rotated_by_60_Screen Shot 2018-06-12 at 9.53.51 PM,476447,423019,269209,2332.7869387755104,0.19270299422083276,0.8422082504913319,0.38883487031002084,1
rotated_by_60_Screen Shot 2018-06-12 at 9.38.15 PM,382891,360808,300711,2677.7257142857147,0.46392311474334785,0.8988634474277443,0.6851149049272579,1
Screen Shot 2018-06-12 at 9.47.46 PM,611218,586015,520965,233.01795918367347,0.5046098199473912,0.8823137904216614,0.6203426200575693,1
rotated_by_15_Screen Shot 2018-06-12 at 9.46.12 PM,366036,407550,354850,1582.9902040816323,0.09600603896041107,0.7731997701244652,0.3134471743097218,1
rotated_by_60_Screen Shot 2018-06-12 at 9.51.54 PM,488885,471720,394855,2088.1865306122445,0.4692574797031931,0.88945963688587,0.6968253564707376,1
translation_Screen Shot 2018-06-12 at 10.06.33 PM,495832,399897,314801,717.5281632653061,0.21140906851976532,0.9308051284979723,0.6370036287057225,1
Screen Shot 2018-06-12 at 9.57.02 PM,599832,571198,482326,335.3983673469388,0.4892083210055895,0.8814225622501054,0.5952529533431639,1
rotated_by_15_Screen Shot 2018-06-12 at 9.45.40 PM,536129,502218,410509,1802.1881632653062,0.4020450636883279,0.8456638902693281,0.5902800241318583,1
rotated_by_15_Screen Shot 2018-06-12 at 9.41.57 PM,540250,515846,387032,1428.3689795918367,0.34559318892049684,0.8635405961241754,0.5298104738661338,1
rotated_by_30_Screen Shot 2018-06-12 at 9.38.38 PM,499811,456532,313607,1511.851836734694,0.25139891820895877,0.8891678840224552,0.4934023212951338,1
rotated_by_30_Screen Shot 2018-06-12 at 9.52.26 PM,490755,440240,302091,1660.6644897959181,0.24100718828767473,0.8909919211439172,0.4927493358804119,1
rotated_by_75_Screen Shot 2018-06-12 at 9.59.17 PM,252856,230750,185789,2607.248979591837,0.5401616368451209,0.893276971485939,0.6194117347459609,1
Screen Shot 2018-06-12 at 9.47.18 PM,602739,516656,218081,77.3657142857143,0.10959962728361826,0.8978659195599207,0.5433766537705262,1
Screen Shot 2018-06-12 at 10.06.24 PM,607700,567006,449013,386.41061224489795,0.4016500742861802,0.8424232309888555,0.5038536082796552,1
rotated_by_30_Screen Shot 2018-06-12 at 9.47.00 PM,492642,468699,380003,1670.4481632653064,0.4314037604125929,0.9102896461564907,0.6702484878370891,1
rotated_by_30_Screen Shot 2018-06-12 at 9.48.21 PM,494194,474659,409880,1760.4400000000003,0.49573793643852115,0.8993598126751919,0.6850788127063241,1
saltandpepper_Screen Shot 2018-06-12 at 10.04.54 PM,612244,594901,544542,443.9232653061225,0.655308060935616,0.7843707544020057,0.6916128643111336,1
rotated_by_30_Screen Shot 2018-06-12 at 9.53.51 PM,485727,430584,272052,2631.342857142857,0.17548860806858443,0.8120929715320794,0.33620990172021603,1
rotated_by_45_Screen Shot 2018-06-12 at 9.43.53 PM,451097,414700,319391,2184.183673469388,0.37310766468415546,0.8918837326941058,0.5917104390002852,1
rotated_by_45_Screen Shot 2018-06-12 at 9.42.41 PM,493848,464761,342769,1873.5689795918368,0.3835597964477795,0.89286918002866,0.6057748609751447,1
rotated_by_15_Screen Shot 2018-06-12 at 9.38.38 PM,534687,491554,348765,1347.0620408163265,0.27241267051490015,0.868048628187144,0.4842036394302729,1
rotated_by_75_Screen Shot 2018-06-12 at 9.47.59 PM,428369,411918,340527,2675.604081632653,0.4792462497819145,0.8916308897239053,0.7140638881872511,1
rotated_by_30_Screen Shot 2018-06-12 at 9.38.04 PM,500941,467046,396575,1731.6302040816327,0.4366700314518732,0.9022137353419182,0.6591073471378212,1
Screen Shot 2018-06-12 at 9.59.02 PM,618642,600491,562462,127.48244897959185,0.31138363278092895,0.901963491115199,0.6941445164402319,1
translation_Screen Shot 2018-06-12 at 10.01.58 PM,475113,447805,342088,1629.6628571428573,0.3044312467646248,0.8857072130745677,0.47371670055613985,1
translation_Screen Shot 2018-06-12 at 9.53.41 PM,541998,527694,482075,1428.0624489795914,0.5527523800666121,0.8980811252464268,0.697145935920995,1
rotated_by_45_Screen Shot 2018-06-12 at 9.41.30 PM,496767,456447,330710,1751.522448979592,0.3017651803527087,0.8870957798522878,0.5204769962464955,1
rotated_by_75_Screen Shot 2018-06-12 at 9.41.57 PM,540080,515764,386790,1548.3338775510204,0.34345259274785334,0.8521408828087841,0.546607811065718,1
rotated_by_15_Screen Shot 2018-06-12 at 10.05.54 PM,429592,269787,290992,1361.6036734693878,0.09624520953369102,0.7817328693899506,0.308355607319506,1
saltandpepper_Screen Shot 2018-06-12 at 9.39.28 PM,611432,572630,456282,428.7012244897959,0.4157308663901094,0.8178943961106713,0.5682287560751222,1
rotated_by_15_Screen Shot 2018-06-12 at 9.53.41 PM,563721,549236,503336,1344.6110204081633,0.5724547636944497,0.8742069493784008,0.6866907927423136,1
rotated_by_15_Screen Shot 2018-06-12 at 9.46.02 PM,546249,512428,442013,1268.7,0.11684203713126078,0.8764102131778058,0.45149741068376964,1
translation_Screen Shot 2018-06-12 at 9.50.44 PM,523274,499788,419387,1591.2416326530613,0.4246534221530216,0.8838659412514414,0.609411639997923,1
rotated_by_45_Screen Shot 2018-06-12 at 10.00.00 PM,477109,438404,339472,1816.646530612245,0.31102696977384003,0.8911265305191056,0.5234709102322899,1
rotated_by_60_Screen Shot 2018-06-12 at 9.49.37 PM,480854,432054,312737,2168.7314285714288,0.27912011449798413,0.8630171792703423,0.4645286927283546,1
rotated_by_45_Screen Shot 2018-06-12 at 9.46.48 PM,438645,415165,330536,2199.9114285714286,0.43824866329379775,0.9021453197018398,0.6731227179783414,1
Screen Shot 2018-06-12 at 9.45.40 PM,603322,569478,477830,417.5118367346937,0.5041660674554672,0.8653736704240715,0.6327470101090997,1
vertical_flip_Screen Shot 2018-06-12 at 9.46.40 PM,617306,581378,484499,210.4326530612245,0.5035952375323919,0.8782124741289465,0.669812875427924,1
rotated_by_30_Screen Shot 2018-06-12 at 9.45.34 PM,527040,497655,407337,1572.5318367346938,0.3666110543062296,0.8966819635313935,0.6286835850787962,1
rotated_by_75_Screen Shot 2018-06-12 at 9.58.56 PM,512431,479085,341671,2223.9436734693877,0.2516704707004259,0.8397198864072929,0.4412973145749506,1
rotated_by_60_Screen Shot 2018-06-12 at 9.54.18 PM,194402,369545,388444,705.9122448979593,0.1583299976997258,0.901088315139461,0.595165439037331,1
Screen Shot 2018-06-12 at 10.00.54 PM,630723,612480,510774,148.79265306122443,0.6007950445432189,0.7806041103473051,0.7641268910309236,1
saltandpepper_Screen Shot 2018-06-12 at 9.40.32 PM,626230,605235,536806,212.02367346938775,0.6462160387051042,0.8388342218760696,0.7361799291855878,1
rotated_by_30_Screen Shot 2018-06-12 at 10.02.01 PM,507972,460794,320317,1568.4363265306122,0.26743899334306104,0.8890431071737253,0.5068009673691187,1
rotated_by_45_Screen Shot 2018-06-12 at 9.49.32 PM,453325,432978,352413,2061.214693877551,0.386214878698521,0.9088728446335312,0.6348275699809313,1
rotated_by_15_Screen Shot 2018-06-12 at 9.40.02 PM,540874,502032,410938,1437.522857142857,0.420196499123785,0.8849780890716341,0.6475504110041521,1
rotated_by_45_Screen Shot 2018-06-12 at 9.42.44 PM,500352,469971,358568,1474.7032653061228,0.3825505713085481,0.9067754097826921,0.6017756155946791,1
saltandpepper_Screen Shot 2018-06-12 at 10.02.36 PM,613165,591109,538571,403.6718367346939,0.640747364026147,0.8298777160430173,0.7319236937426918,1
rotated_by_15_Screen Shot 2018-06-12 at 9.43.03 PM,561891,545946,502112,1252.4004081632654,0.49199946499227654,0.8806391977344676,0.6612592941354158,1
rotated_by_60_Screen Shot 2018-06-12 at 9.39.17 PM,503083,482801,412855,1804.7873469387755,0.4969652174166208,0.8910957408381684,0.6582646719944478,1
translation_Screen Shot 2018-06-12 at 9.47.59 PM,541494,521705,435602,1153.3648979591837,0.5132536615711588,0.9134379782847362,0.7250109048293395,1
saltandpepper_Screen Shot 2018-06-12 at 10.00.37 PM,627007,607503,537753,182.9530612244898,0.5252282580288973,0.7852911691574561,0.7165013133251205,1
rotated_by_15_Screen Shot 2018-06-12 at 9.44.30 PM,551514,533880,476294,1352.697142857143,0.5954976848916966,0.8862647310208309,0.7995137725620169,1
rotated_by_60_Screen Shot 2018-06-12 at 9.48.14 PM,441074,419673,372691,905.5995918367348,0.3986257107983056,0.9611354029236757,0.6628097525081618,1
rotated_by_30_Screen Shot 2018-06-12 at 9.41.43 PM,517057,499615,416869,1602.3600000000001,0.45325101742632723,0.9015007309526694,0.6605002750882332,1
rotated_by_45_Screen Shot 2018-06-12 at 9.43.59 PM,494064,446068,306808,1773.8808163265307,0.25770314728374977,0.8871483163142428,0.49394193936265374,1
Screen Shot 2018-06-12 at 9.59.41 PM,534286,557532,428612,49.413877551020406,0.08376898480639206,0.9493837875266724,0.450927685317251,1
translation_Screen Shot 2018-06-12 at 9.47.55 PM,554626,532317,453954,1449.9832653061226,0.5290442294849776,0.8646471151198404,0.7105255869679746,1
